"DVSA5201 Theory car pass rates by gender, month and DTC",,,,,,,,,,,
,,,,,,,,,,,
Time Period Captured,April 2018 to March 2019,,,,,,,,,,
,,,,,,,,,,,
,Male tests,,,,Female tests ,,,,Total tests,,
 ,Conducted,Passes,Pass rate (%),,Conducted,Passes,Pass rate (%),,Conducted,Passes,Pass rate (%)
Aberdeen,,,,,,,,,,,
April 2018,500,255,51.0, ,507,280,55.2, ,1007,535,53.1
May 2018,528,267,50.6, ,522,285,54.6, ,1050,552,52.6
June 2018,593,334,56.3, ,554,291,52.5, ,1147,625,54.5
July 2018,568,277,48.8, ,546,294,53.8, ,1114,571,51.3
August 2018,542,296,54.6, ,550,316,57.5, ,1092,612,56.0
September 2018,435,217,49.9, ,423,212,50.1, ,858,429,50.0
October 2018,570,299,52.5, ,566,312,55.1, ,1136,611,53.8
November 2018,535,238,44.5, ,554,271,48.9, ,1089,509,46.7
December 2018,302,134,44.4, ,316,168,53.2, ,618,302,48.9
January 2019,377,203,53.8, ,378,206,54.5, ,755,409,54.2
February 2019,497,249,50.1, ,538,273,50.7, ,1035,522,50.4
March 2019,513,244,47.6, ,499,281,56.3, ,1012,525,51.9
Aberdeen,5960,3013,50.6, ,5953,3189,53.6, ,11913,6202,52.1
 ,,,,,,,,,,,
Aberystwyth,,,,,,,,,,,
April 2018,92,49,53.3, ,77,42,54.5, ,169,91,53.8
May 2018,112,60,53.6, ,100,48,48.0, ,212,108,50.9
June 2018,86,42,48.8, ,96,47,49.0, ,182,89,48.9
July 2018,100,49,49.0, ,115,67,58.3, ,216,117,54.2
August 2018,121,63,52.1, ,104,68,65.4, ,225,131,58.2
September 2018,69,37,53.6, ,94,50,53.2, ,163,87,53.4
October 2018,87,39,44.8, ,86,42,48.8, ,173,81,46.8
November 2018,100,55,55.0, ,98,57,58.2, ,198,112,56.6
December 2018,98,52,53.1, ,75,39,52.0, ,173,91,52.6
January 2019,67,38,56.7, ,51,28,54.9, ,118,66,55.9
February 2019,63,31,49.2, ,73,37,50.7, ,136,68,50.0
March 2019,120,52,43.3, ,83,43,51.8, ,203,95,46.8
Aberystwyth,1115,567,50.9, ,1052,568,54.0, ,2168,1136,52.4
 ,,,,,,,,,,,
Aldershot,,,,,,,,,,,
April 2018,539,253,46.9, ,556,276,49.6, ,1095,529,48.3
May 2018,531,223,42.0, ,509,235,46.2, ,1040,458,44.0
June 2018,498,222,44.6, ,461,237,51.4, ,959,459,47.9
July 2018,523,246,47.0, ,456,219,48.0, ,979,465,47.5
August 2018,603,275,45.6, ,487,254,52.2, ,1090,529,48.5
September 2018,383,171,44.6, ,355,183,51.5, ,738,354,48.0
October 2018,491,233,47.5, ,442,232,52.5, ,933,465,49.8
November 2018,484,182,37.6, ,438,209,47.7, ,922,391,42.4
December 2018,416,175,42.1, ,352,168,47.7, ,768,343,44.7
January 2019,489,234,47.9, ,400,171,42.8, ,889,405,45.6
February 2019,490,198,40.4, ,471,238,50.5, ,961,436,45.4
March 2019,457,198,43.3, ,451,220,48.8, ,908,418,46.0
Aldershot,5904,2610,44.2, ,5378,2642,49.1, ,11282,5252,46.6
 ,,,,,,,,,,,
Andover (Portland House),,,,,,,,,,,
April 2018,104,53,51.0, ,114,60,52.6, ,218,113,51.8
May 2018,129,57,44.2, ,154,75,48.7, ,283,132,46.6
June 2018,139,74,53.2, ,143,73,51.0, ,282,147,52.1
July 2018,138,66,47.8, ,160,75,46.9, ,298,141,47.3
August 2018,142,64,45.1, ,135,72,53.3, ,277,136,49.1
September 2018,88,33,37.5, ,87,45,51.7, ,175,78,44.6
October 2018,146,59,40.4, ,146,68,46.6, ,292,127,43.5
November 2018,177,84,47.5, ,171,82,48.0, ,348,166,47.7
December 2018,125,59,47.2, ,124,65,52.4, ,249,124,49.8
January 2019,142,57,40.1, ,130,73,56.2, ,272,130,47.8
February 2019,123,67,54.5, ,109,55,50.5, ,232,122,52.6
March 2019,129,62,48.1, ,156,79,50.6, ,285,141,49.5
Andover (Portland House),1582,735,46.5, ,1629,822,50.5, ,3211,1557,48.5
 ,,,,,,,,,,,
Axminster,,,,,,,,,,,
April 2018,..,..,66.7, ,..,..,60.0, ,14,9,64.3
June 2018,..,..,66.7, ,..,..,60.0, ,11,7,63.6
August 2018,..,..,40.0, ,..,..,83.3, ,11,7,63.6
October 2018,7,5,71.4, ,6,3,50.0, ,13,8,61.5
December 2018,..,..,80.0, ,..,..,71.4, ,..,..,75.0
February 2019,..,..,20.0, ,..,..,50.0, ,..,..,36.4
Axminster,37,22,59.5, ,35,22,62.9, ,72,44,61.1
 ,,,,,,,,,,,
Aylesbury2,,,,,,,,,,,
April 2018,278,135,48.6, ,250,118,47.2, ,528,253,47.9
May 2018,327,159,48.6, ,291,147,50.5, ,618,306,49.5
June 2018,303,138,45.5, ,259,140,54.1, ,562,278,49.5
July 2018,302,133,44.0, ,259,133,51.4, ,561,266,47.4
August 2018,300,154,51.3, ,252,138,54.8, ,552,292,52.9
September 2018,234,109,46.6, ,224,119,53.1, ,458,228,49.8
October 2018,284,152,53.5, ,284,146,51.4, ,568,298,52.5
November 2018,292,144,49.3, ,263,135,51.3, ,555,279,50.3
December 2018,249,107,43.0, ,256,116,45.3, ,505,223,44.2
January 2019,288,107,37.2, ,256,130,50.8, ,544,237,43.6
February 2019,325,164,50.5, ,260,120,46.2, ,585,284,48.5
March 2019,261,114,43.7, ,219,115,52.5, ,480,229,47.7
Aylesbury2,3443,1616,46.9, ,3073,1557,50.7, ,6516,3173,48.7
 ,,,,,,,,,,,
Ayr,,,,,,,,,,,
April 2018,306,133,43.5, ,284,150,52.8, ,590,283,48.0
May 2018,354,156,44.1, ,291,147,50.5, ,645,303,47.0
June 2018,381,194,50.9, ,346,162,46.8, ,727,356,49.0
July 2018,369,172,46.6, ,359,195,54.3, ,728,367,50.4
August 2018,396,190,48.0, ,404,227,56.2, ,800,417,52.1
September 2018,314,157,50.0, ,302,149,49.3, ,616,306,49.7
October 2018,338,168,49.7, ,348,164,47.1, ,686,332,48.4
November 2018,375,184,49.1, ,387,197,50.9, ,762,381,50.0
December 2018,299,134,44.8, ,288,152,52.8, ,587,286,48.7
January 2019,222,106,47.7, ,203,109,53.7, ,425,215,50.6
February 2019,392,188,48.0, ,342,178,52.0, ,734,366,49.9
March 2019,378,182,48.1, ,365,175,47.9, ,743,357,48.0
Ayr,4124,1964,47.6, ,3919,2005,51.2, ,8043,3969,49.3
 ,,,,,,,,,,,
Bala,,,,,,,,,,,
May 2018,13,8,61.5, ,8,0,0.0, ,21,8,38.1
July 2018,10,3,30.0, ,11,6,54.5, ,21,9,42.9
September 2018,..,..,66.7, ,..,..,50.0, ,11,7,63.6
November 2018,8,2,25.0, ,12,6,50.0, ,20,8,40.0
January 2019,..,..,60.0, ,..,..,45.5, ,16,8,50.0
March 2019,..,..,40.0, ,..,..,45.5, ,16,7,43.8
Bala,50,24,48.0, ,55,23,41.8, ,105,47,44.8
 ,,,,,,,,,,,
Bangor,,,,,,,,,,,
April 2018,243,104,42.8, ,255,127,49.8, ,499,232,46.5
May 2018,301,131,43.5, ,291,131,45.0, ,592,262,44.3
June 2018,236,105,44.5, ,241,119,49.4, ,477,224,47.0
July 2018,219,105,47.9, ,221,106,48.0, ,440,211,48.0
August 2018,275,127,46.2, ,278,129,46.4, ,553,256,46.3
September 2018,200,96,48.0, ,183,94,51.4, ,383,190,49.6
October 2018,219,104,47.5, ,211,111,52.6, ,430,215,50.0
November 2018,234,97,41.5, ,230,96,41.7, ,465,194,41.7
December 2018,254,94,37.0, ,211,94,44.5, ,465,188,40.4
January 2019,233,103,44.2, ,190,85,44.7, ,423,188,44.4
February 2019,228,84,36.8, ,241,109,45.2, ,471,194,41.2
March 2019,237,98,41.4, ,241,120,49.8, ,479,219,45.7
Bangor,2879,1248,43.3, ,2793,1321,47.3, ,5677,2573,45.3
 ,,,,,,,,,,,
Barnstaple,,,,,,,,,,,
April 2018,143,58,40.6, ,155,89,57.4, ,298,147,49.3
May 2018,201,86,42.8, ,179,88,49.2, ,380,174,45.8
June 2018,161,72,44.7, ,144,63,43.8, ,305,135,44.3
July 2018,162,71,43.8, ,175,95,54.3, ,337,166,49.3
August 2018,195,82,42.1, ,153,82,53.6, ,348,164,47.1
September 2018,159,80,50.3, ,134,71,53.0, ,293,151,51.5
October 2018,189,84,44.4, ,148,81,54.7, ,337,165,49.0
November 2018,185,73,39.5, ,143,70,49.0, ,328,143,43.6
December 2018,150,66,44.0, ,99,47,47.5, ,249,113,45.4
January 2019,169,86,50.9, ,124,67,54.0, ,293,153,52.2
February 2019,186,89,47.8, ,143,77,53.8, ,329,166,50.5
March 2019,176,85,48.3, ,162,88,54.3, ,338,173,51.2
Barnstaple,2076,932,44.9, ,1759,918,52.2, ,3835,1850,48.2
 ,,,,,,,,,,,
Barrow,,,,,,,,,,,
April 2018,132,57,43.2, ,131,69,52.7, ,263,126,47.9
May 2018,150,71,47.3, ,154,74,48.1, ,304,145,47.7
June 2018,111,44,39.6, ,86,36,41.9, ,197,80,40.6
July 2018,162,65,40.1, ,151,79,52.3, ,313,144,46.0
August 2018,149,78,52.3, ,129,71,55.0, ,278,149,53.6
September 2018,115,57,49.6, ,94,40,42.6, ,209,97,46.4
October 2018,122,60,49.2, ,130,57,43.8, ,252,117,46.4
November 2018,115,48,41.7, ,108,46,42.6, ,223,94,42.2
December 2018,114,52,45.6, ,92,45,48.9, ,206,97,47.1
January 2019,81,45,55.6, ,68,33,48.5, ,149,78,52.3
February 2019,109,46,42.2, ,93,46,49.5, ,202,92,45.5
March 2019,107,47,43.9, ,116,50,43.1, ,223,97,43.5
Barrow,1467,670,45.7, ,1352,646,47.8, ,2819,1316,46.7
 ,,,,,,,,,,,
Basildon,,,,,,,,,,,
April 2018,461,186,40.3, ,541,253,46.8, ,1002,439,43.8
May 2018,566,255,45.1, ,654,311,47.6, ,1220,566,46.4
June 2018,552,212,38.4, ,562,233,41.5, ,1114,445,39.9
July 2018,609,248,40.7, ,652,305,46.8, ,1261,553,43.9
August 2018,602,265,44.0, ,562,252,44.8, ,1164,517,44.4
September 2018,523,220,42.1, ,516,248,48.1, ,1039,468,45.0
October 2018,586,271,46.2, ,559,258,46.2, ,1145,529,46.2
November 2018,594,242,40.7, ,572,265,46.3, ,1166,507,43.5
December 2018,520,224,43.1, ,537,242,45.1, ,1058,467,44.1
January 2019,537,245,45.6, ,538,243,45.2, ,1075,488,45.4
February 2019,571,257,45.0, ,583,284,48.7, ,1155,541,46.8
March 2019,569,254,44.6, ,565,271,48.0, ,1134,525,46.3
Basildon,6690,2879,43.0, ,6841,3165,46.3, ,13533,6045,44.7
 ,,,,,,,,,,,
Berwick2,,,,,,,,,,,
April 2018,44,22,50.0, ,50,26,52.0, ,94,48,51.1
May 2018,33,13,39.4, ,39,17,43.6, ,72,30,41.7
June 2018,28,13,46.4, ,47,24,51.1, ,75,37,49.3
July 2018,45,24,53.3, ,55,30,54.5, ,100,54,54.0
August 2018,48,23,47.9, ,55,30,54.5, ,103,53,51.5
September 2018,37,12,32.4, ,47,29,61.7, ,84,41,48.8
October 2018,52,22,42.3, ,44,18,40.9, ,96,40,41.7
November 2018,54,25,46.3, ,36,15,41.7, ,90,40,44.4
December 2018,43,17,39.5, ,40,20,50.0, ,83,37,44.6
January 2019,26,11,42.3, ,21,10,47.6, ,47,21,44.7
February 2019,47,17,36.2, ,42,22,52.4, ,89,39,43.8
March 2019,57,29,50.9, ,61,33,54.1, ,118,62,52.5
Berwick2,514,228,44.4, ,537,274,51.0, ,1051,502,47.8
 ,,,,,,,,,,,
Birmingham,,,,,,,,,,,
April 2018,1831,729,39.8, ,1792,824,46.0, ,3623,1553,42.9
May 2018,2011,782,38.9, ,1932,741,38.4, ,3943,1523,38.6
June 2018,1943,793,40.8, ,1790,721,40.3, ,3733,1514,40.6
July 2018,2069,881,42.6, ,1901,836,44.0, ,3970,1717,43.2
August 2018,1984,887,44.7, ,1761,818,46.5, ,3745,1705,45.5
September 2018,1685,670,39.8, ,1468,663,45.2, ,3153,1333,42.3
October 2018,1873,733,39.1, ,1843,816,44.3, ,3717,1549,41.7
November 2018,2125,800,37.6, ,2065,864,41.8, ,4190,1664,39.7
December 2018,1814,680,37.5, ,1836,708,38.6, ,3651,1388,38.0
January 2019,1644,631,38.4, ,1553,638,41.1, ,3197,1269,39.7
February 2019,1927,723,37.5, ,1873,776,41.4, ,3800,1499,39.4
March 2019,2167,857,39.5, ,2033,867,42.6, ,4201,1725,41.1
Birmingham,23073,9166,39.7, ,21847,9272,42.4, ,44923,18439,41.0
 ,,,,,,,,,,,
Blackpool,,,,,,,,,,,
April 2018,314,140,44.6, ,275,143,52.0, ,589,283,48.0
May 2018,358,177,49.4, ,325,162,49.8, ,683,339,49.6
June 2018,294,132,44.9, ,271,129,47.6, ,565,261,46.2
July 2018,298,129,43.3, ,305,147,48.2, ,604,277,45.9
August 2018,340,163,47.9, ,301,163,54.2, ,642,326,50.8
September 2018,271,135,49.8, ,232,108,46.6, ,503,243,48.3
October 2018,343,159,46.4, ,313,151,48.2, ,657,311,47.3
November 2018,311,147,47.3, ,264,135,51.1, ,575,282,49.0
December 2018,252,108,42.9, ,247,115,46.6, ,500,224,44.8
January 2019,283,131,46.3, ,246,132,53.7, ,529,263,49.7
February 2019,280,138,49.3, ,293,146,49.8, ,574,284,49.5
March 2019,291,138,47.4, ,286,145,50.7, ,578,284,49.1
Blackpool,3635,1697,46.7, ,3358,1676,49.9, ,6999,3377,48.2
 ,,,,,,,,,,,
Blandford Forum,,,,,,,,,,,
April 2018,..,..,66.7, ,..,..,57.1, ,10,6,60.0
June 2018,9,2,22.2, ,10,6,60.0, ,19,8,42.1
August 2018,..,..,20.0, ,..,..,50.0, ,15,6,40.0
October 2018,..,..,0.0, ,..,..,80.0, ,10,4,40.0
December 2018,..,..,53.8, ,..,..,33.3, ,..,..,44.0
January 2019,..,..,0.0, ,..,..,.., ,..,..,..
February 2019,..,..,42.9, ,..,..,66.7, ,16,9,56.3
Blandford Forum,43,15,34.9, ,53,29,54.7, ,96,44,45.8
 ,,,,,,,,,,,
Bodmin,,,,,,,,,,,
June 2018,..,..,50.0, ,..,..,50.0, ,..,..,50.0
August 2018,..,..,37.5, ,..,..,50.0, ,..,..,40.0
October 2018,..,..,20.0, ,..,..,.., ,..,..,14.3
December 2018,..,..,40.0, ,..,..,.., ,..,..,28.6
February 2019,..,..,50.0, ,..,..,.., ,..,..,12.5
Bodmin,22,8,36.4, ,14,2,14.3, ,36,10,27.8
 ,,,,,,,,,,,
Bolton,,,,,,,,,,,
April 2018,693,310,44.7, ,615,302,49.1, ,1308,612,46.8
May 2018,905,352,38.9, ,773,329,42.6, ,1679,682,40.6
June 2018,675,..,.., ,613,266,43.4, ,1288,551,42.8
July 2018,660,287,43.5, ,613,311,50.7, ,1273,598,47.0
August 2018,753,371,49.3, ,722,376,52.1, ,1475,747,50.6
September 2018,672,278,41.4, ,584,259,44.3, ,1256,537,42.8
October 2018,825,363,44.0, ,737,355,48.2, ,1562,718,46.0
November 2018,833,331,39.7, ,826,385,46.6, ,1659,716,43.2
December 2018,797,321,40.3, ,760,294,38.7, ,1557,615,39.5
January 2019,696,271,38.9, ,590,258,43.7, ,1286,529,41.1
February 2019,773,335,43.3, ,713,315,44.2, ,1486,650,43.7
March 2019,820,357,43.5, ,819,362,44.2, ,1639,719,43.9
Bolton,9102,3861,42.4, ,8365,3812,45.6, ,17468,7674,43.9
 ,,,,,,,,,,,
Boston,,,,,,,,,,,
April 2018,201,83,41.3, ,161,79,49.1, ,362,162,44.8
May 2018,247,103,41.7, ,217,90,41.5, ,464,193,41.6
June 2018,170,62,36.5, ,186,77,41.4, ,356,139,39.0
July 2018,200,94,47.0, ,194,100,51.5, ,394,194,49.2
August 2018,246,115,46.7, ,248,100,40.3, ,494,215,43.5
September 2018,167,68,40.7, ,185,80,43.2, ,352,148,42.0
October 2018,198,89,44.9, ,233,97,41.6, ,431,186,43.2
November 2018,185,74,40.0, ,171,78,45.6, ,356,152,42.7
December 2018,202,76,37.6, ,180,69,38.3, ,382,145,38.0
January 2019,173,60,34.7, ,177,75,42.4, ,350,135,38.6
February 2019,225,91,40.4, ,204,100,49.0, ,429,191,44.5
March 2019,201,85,42.3, ,195,78,40.0, ,396,163,41.2
Boston,2415,1000,41.4, ,2351,1023,43.5, ,4766,2023,42.4
 ,,,,,,,,,,,
Bournemouth,,,,,,,,,,,
April 2018,634,304,47.9, ,627,355,56.6, ,1261,659,52.3
May 2018,643,287,44.6, ,582,296,50.9, ,1225,583,47.6
June 2018,618,296,47.9, ,530,277,52.3, ,1148,573,49.9
July 2018,646,306,47.4, ,586,300,51.2, ,1233,607,49.2
August 2018,534,260,48.7, ,535,273,51.0, ,1069,533,49.9
September 2018,495,225,45.5, ,451,237,52.5, ,946,462,48.8
October 2018,591,281,47.5, ,554,282,50.9, ,1145,563,49.2
November 2018,591,262,44.3, ,526,278,52.9, ,1118,540,48.3
December 2018,451,202,44.8, ,449,219,48.8, ,902,423,46.9
January 2019,541,248,45.8, ,545,270,49.5, ,1086,518,47.7
February 2019,500,241,48.2, ,507,293,57.8, ,1007,534,53.0
March 2019,597,288,48.2, ,532,286,53.8, ,1130,574,50.8
Bournemouth,6841,3200,46.8, ,6424,3366,52.4, ,13270,6569,49.5
 ,,,,,,,,,,,
Bradford,,,,,,,,,,,
April 2018,855,377,44.1, ,807,359,44.5, ,1662,736,44.3
May 2018,1072,380,35.4, ,988,389,39.4, ,2061,770,37.4
June 2018,1026,380,37.0, ,869,363,41.8, ,1895,743,39.2
July 2018,978,368,37.6, ,864,364,42.1, ,1842,732,39.7
August 2018,1094,425,38.8, ,923,429,46.5, ,2018,854,42.3
September 2018,865,333,38.5, ,759,340,44.8, ,1624,673,41.4
October 2018,907,340,37.5, ,899,348,38.7, ,1806,688,38.1
November 2018,1128,393,34.8, ,1049,420,40.0, ,2177,813,37.3
December 2018,984,328,33.3, ,884,364,41.2, ,1868,692,37.0
January 2019,1070,367,34.3, ,906,360,39.7, ,1976,727,36.8
February 2019,1046,412,39.4, ,875,375,42.9, ,1922,788,41.0
March 2019,1031,391,37.9, ,950,393,41.4, ,1981,784,39.6
Bradford,12056,4494,37.3, ,10773,4504,41.8, ,22832,9000,39.4
 ,,,,,,,,,,,
Brechin,,,,,,,,,,,
May 2018,..,..,33.3, ,..,..,75.0, ,..,..,50.0
July 2018,..,..,50.0, ,..,..,66.7, ,15,9,60.0
September 2018,..,..,25.0, ,..,..,50.0, ,..,..,37.5
November 2018,..,..,42.9, ,..,..,42.9, ,14,6,42.9
January 2019,..,..,57.1, ,..,..,75.0, ,11,7,63.6
March 2019,..,..,55.6, ,..,..,28.6, ,16,7,43.8
Brechin,39,18,46.2, ,35,19,54.3, ,74,37,50.0
 ,,,,,,,,,,,
Bridgend,,,,,,,,,,,
April 2018,222,87,39.2, ,244,117,48.0, ,466,204,43.8
May 2018,218,93,42.7, ,188,80,42.6, ,406,173,42.6
June 2018,178,69,38.8, ,199,94,47.2, ,377,163,43.2
July 2018,186,86,46.2, ,165,84,50.9, ,351,170,48.4
August 2018,260,110,42.3, ,246,105,42.7, ,506,215,42.5
September 2018,228,111,48.7, ,208,108,51.9, ,436,219,50.2
October 2018,189,62,32.8, ,181,91,50.3, ,370,153,41.4
November 2018,247,107,43.3, ,212,88,41.5, ,459,195,42.5
December 2018,212,78,36.8, ,186,70,37.6, ,398,148,37.2
January 2019,235,91,38.7, ,195,96,49.2, ,430,187,43.5
February 2019,221,100,45.2, ,229,99,43.2, ,450,199,44.2
March 2019,238,102,42.9, ,207,95,45.9, ,445,197,44.3
Bridgend,2634,1096,41.6, ,2460,1127,45.8, ,5094,2223,43.6
 ,,,,,,,,,,,
Brighton,,,,,,,,,,,
April 2018,403,197,48.9, ,390,235,60.3, ,793,432,54.5
May 2018,469,232,49.5, ,388,218,56.2, ,857,450,52.5
June 2018,505,224,44.4, ,426,259,60.8, ,931,483,51.9
July 2018,508,257,50.6, ,447,244,54.6, ,955,501,52.5
August 2018,475,243,51.2, ,426,236,55.4, ,901,479,53.2
September 2018,377,192,50.9, ,351,199,56.7, ,728,391,53.7
October 2018,379,195,51.5, ,421,228,54.2, ,802,423,52.7
November 2018,473,244,51.6, ,446,246,55.2, ,920,490,53.3
December 2018,410,201,49.0, ,388,195,50.3, ,799,397,49.7
January 2019,396,205,51.8, ,332,178,53.6, ,728,383,52.6
February 2019,455,228,50.1, ,453,221,48.8, ,908,449,49.4
March 2019,453,212,46.8, ,460,258,56.1, ,913,470,51.5
Brighton,5303,2630,49.6, ,4928,2717,55.1, ,10235,5348,52.3
 ,,,,,,,,,,,
Bristol (Temple Back),,,,,,,,,,,
April 2018,1177,604,51.3, ,1078,588,54.5, ,2257,1194,52.9
May 2018,1478,706,47.8, ,1381,731,52.9, ,2860,1438,50.3
June 2018,1317,677,51.4, ,1244,666,53.5, ,2563,1345,52.5
July 2018,1362,678,49.8, ,1195,680,56.9, ,2558,1358,53.1
August 2018,1430,749,52.4, ,1264,721,57.0, ,2694,1470,54.6
September 2018,1211,617,50.9, ,1002,545,54.4, ,2213,1162,52.5
October 2018,1287,645,50.1, ,1144,632,55.2, ,2432,1278,52.5
November 2018,1337,663,49.6, ,1100,574,52.2, ,2437,1237,50.8
December 2018,1024,489,47.8, ,897,437,48.7, ,1921,926,48.2
January 2019,1255,600,47.8, ,1125,546,48.5, ,2381,1147,48.2
February 2019,1247,637,51.1, ,1194,635,53.2, ,2442,1272,52.1
March 2019,1265,624,49.3, ,1203,629,52.3, ,2469,1254,50.8
Bristol (Temple Back),15390,7689,50.0, ,13827,7384,53.4, ,29227,15081,51.6
 ,,,,,,,,,,,
Builth Wells,,,,,,,,,,,
April 2018,46,17,37.0, ,37,15,40.5, ,83,32,38.6
May 2018,76,36,47.4, ,60,31,51.7, ,136,67,49.3
June 2018,57,29,50.9, ,43,21,48.8, ,100,50,50.0
July 2018,63,31,49.2, ,55,28,50.9, ,118,59,50.0
August 2018,51,31,60.8, ,35,15,42.9, ,86,46,53.5
September 2018,57,24,42.1, ,37,27,73.0, ,94,51,54.3
October 2018,51,19,37.3, ,29,18,62.1, ,80,37,46.3
November 2018,50,28,56.0, ,42,19,45.2, ,92,47,51.1
December 2018,48,20,41.7, ,38,14,36.8, ,86,34,39.5
January 2019,51,21,41.2, ,30,15,50.0, ,81,36,44.4
February 2019,62,35,56.5, ,34,23,67.6, ,96,58,60.4
March 2019,48,26,54.2, ,35,18,51.4, ,83,44,53.0
Builth Wells,660,317,48.0, ,475,244,51.4, ,1135,561,49.4
 ,,,,,,,,,,,
Bury St Edmunds,,,,,,,,,,,
April 2018,299,128,42.8, ,259,121,46.7, ,558,249,44.6
May 2018,216,101,46.8, ,186,87,46.8, ,402,188,46.8
June 2018,266,109,41.0, ,279,137,49.1, ,545,246,45.1
July 2018,318,136,42.8, ,259,132,51.0, ,577,268,46.4
August 2018,260,117,45.0, ,230,107,46.5, ,490,224,45.7
September 2018,262,124,47.3, ,242,111,45.9, ,504,235,46.6
October 2018,289,131,45.3, ,303,144,47.5, ,592,275,46.5
November 2018,219,96,43.8, ,231,98,42.4, ,450,194,43.1
December 2018,238,95,39.9, ,226,115,50.9, ,464,210,45.3
January 2019,256,101,39.5, ,209,95,45.5, ,465,196,42.2
February 2019,245,115,46.9, ,247,130,52.6, ,492,245,49.8
March 2019,275,118,42.9, ,236,107,45.3, ,511,225,44.0
Bury St Edmunds,3143,1371,43.6, ,2907,1384,47.6, ,6050,2755,45.5
 ,,,,,,,,,,,
Cambridge,,,,,,,,,,,
April 2018,500,262,52.4, ,565,323,57.2, ,1065,585,54.9
May 2018,713,350,49.1, ,603,332,55.1, ,1316,682,51.8
June 2018,622,317,51.0, ,587,328,55.9, ,1209,645,53.3
July 2018,509,250,49.1, ,513,282,55.0, ,1024,533,52.1
August 2018,650,366,56.3, ,621,369,59.4, ,1272,736,57.9
September 2018,554,283,51.1, ,508,282,55.5, ,1062,565,53.2
October 2018,569,279,49.0, ,512,284,55.5, ,1081,563,52.1
November 2018,632,306,48.4, ,559,282,50.4, ,1192,589,49.4
December 2018,593,295,49.7, ,507,242,47.7, ,1100,537,48.8
January 2019,448,232,51.8, ,370,198,53.5, ,818,430,52.6
February 2019,561,276,49.2, ,572,335,58.6, ,1134,612,54.0
March 2019,619,319,51.5, ,563,333,59.1, ,1182,652,55.2
Cambridge,6970,3535,50.7, ,6480,3590,55.4, ,13455,7129,53.0
 ,,,,,,,,,,,
Canterbury (Lower Bridge Street),,,,,,,,,,,
April 2018,720,340,47.2, ,691,368,53.3, ,1411,708,50.2
May 2018,866,367,42.4, ,824,388,47.1, ,1690,755,44.7
June 2018,847,383,45.2, ,766,418,54.6, ,1613,801,49.7
July 2018,775,370,47.7, ,742,376,50.7, ,1517,746,49.2
August 2018,836,344,41.1, ,696,364,52.3, ,1532,708,46.2
September 2018,683,297,43.5, ,636,319,50.2, ,1319,616,46.7
October 2018,714,363,50.8, ,639,324,50.7, ,1353,687,50.8
November 2018,726,318,43.8, ,647,302,46.7, ,1373,620,45.2
December 2018,663,294,44.3, ,621,296,47.7, ,1284,590,46.0
January 2019,665,291,43.8, ,575,296,51.5, ,1240,587,47.3
February 2019,652,296,45.4, ,610,331,54.3, ,1262,627,49.7
March 2019,829,379,45.7, ,695,322,46.3, ,1524,701,46.0
Canterbury (Lower Bridge Street),8976,4042,45.0, ,8142,4104,50.4, ,17118,8146,47.6
 ,,,,,,,,,,,
Cardiff,,,,,,,,,,,
April 2018,757,362,47.8, ,740,391,52.8, ,1499,754,50.3
May 2018,947,427,45.1, ,940,442,47.0, ,1889,870,46.1
June 2018,837,408,48.7, ,817,393,48.1, ,1655,802,48.5
July 2018,844,418,49.5, ,777,421,54.2, ,1621,839,51.8
August 2018,960,465,48.4, ,847,443,52.3, ,1807,908,50.2
September 2018,683,322,47.1, ,621,310,49.9, ,1304,632,48.5
October 2018,714,322,45.1, ,687,351,51.1, ,1401,673,48.0
November 2018,869,378,43.5, ,790,373,47.2, ,1659,751,45.3
December 2018,789,344,43.6, ,671,294,43.8, ,1460,638,43.7
January 2019,810,367,45.3, ,703,343,48.8, ,1513,710,46.9
February 2019,802,399,49.8, ,819,412,50.3, ,1621,811,50.0
March 2019,856,396,46.3, ,832,416,50.0, ,1688,812,48.1
Cardiff,9868,4608,46.7, ,9244,4589,49.6, ,19117,9200,48.1
 ,,,,,,,,,,,
Carlisle,,,,,,,,,,,
April 2018,241,113,46.9, ,219,110,50.2, ,460,223,48.5
May 2018,289,135,46.7, ,237,99,41.8, ,526,234,44.5
June 2018,238,96,40.3, ,203,98,48.3, ,441,194,44.0
July 2018,262,114,43.5, ,215,98,45.6, ,477,212,44.4
August 2018,234,97,41.5, ,187,97,51.9, ,421,194,46.1
September 2018,175,84,48.0, ,184,95,51.6, ,359,179,49.9
October 2018,250,115,46.0, ,228,119,52.2, ,478,234,49.0
November 2018,221,99,44.8, ,219,109,49.8, ,440,208,47.3
December 2018,127,56,44.1, ,131,66,50.4, ,258,122,47.3
January 2019,152,65,42.8, ,120,56,46.7, ,272,121,44.5
February 2019,184,90,48.9, ,215,105,48.8, ,399,195,48.9
March 2019,198,87,43.9, ,205,103,50.2, ,403,190,47.1
Carlisle,2571,1151,44.8, ,2363,1155,48.9, ,4934,2306,46.7
 ,,,,,,,,,,,
Chatham,,,,,,,,,,,
April 2018,816,367,45.0, ,791,408,51.6, ,1607,775,48.2
May 2018,981,440,44.9, ,886,429,48.4, ,1867,869,46.5
June 2018,938,396,42.2, ,819,400,48.8, ,1757,796,45.3
July 2018,926,391,42.2, ,961,466,48.5, ,1887,857,45.4
